country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
CAN,Canada,Hull (Chute Des Chaudières),12,45.4235,-75.7207,Hydro,,,,,Energy Ottawa Inc,,Natural Resources Canada,65.54
CAN,Canada,Hull-2,27,45.4217,-75.7197,Hydro,,,,,Energy Ottawa Inc,,Natural Resources Canada,151.95
CAN,Canada,Humber Treatment Plant,4.7,43.6333,-79.4806,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Huron,9,44.3115,-81.5463,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Hwy 101 Landfill,2,44.8112,-63.7758,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Hystad,6,52.8413,-119.3524,Hydro,,,,,,,Natural Resources Canada,11.8
CAN,Canada,Illumination,10,44.0636,-78.8664,Solar,,,,,Illumination LP,,Natural Resources Canada,13.49
CAN,Canada,Index Energy Mills Road Corp,17.8,43.8474,-79.0249,Biomass,,,,,Index Energy Mills Road Corp,,Natural Resources Canada,
CAN,Canada,Ingersoll 1,9.5,43.088,-80.8462,Solar,,,,,Fiera Solar Ingersoll 1 LP,,Natural Resources Canada,12.83
CAN,Canada,Intercon Pulp Mill,32,53.9235,-122.6957,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Interlakes,5,50.6335,-115.1392,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,14.94
CAN,Canada,Iona Island Wwtp LFG,4,49.2186,-123.2015,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Irish Mountain,2,45.4933,-62.6245,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Iroquois Falls,131,48.7692,-80.6666,Gas,,,,,,,Natural Resources Canada,
CAN,Canada,Iroquois Falls,29,48.7638,-80.6688,Hydro,,,,,H2O Power LP,,Natural Resources Canada,122.64
CAN,Canada,Island Falls (H2O),38,49.5772,-81.3821,Hydro,,,,,H2O Power LP,,Natural Resources Canada,174.69
CAN,Canada,Island Falls (Sk),111,55.5284,-102.3561,Hydro,,,,,Saskatchewan Power Corp,,Natural Resources Canada,472.99
CAN,Canada,Island Generation,275,50.0694,-125.2815,Gas,,,,,Capital Power,,Natural Resources Canada,
CAN,Canada,Isle Madame,2,45.569,-61.0745,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Isle-Maligne,463.8,48.5771,-71.6347,Hydro,,,,,Rio Tinto (Rt),,Natural Resources Canada,2715.58
CAN,Canada,Jamie Creek,21,50.8282,-123.0568,Hydro,,,,,Jamie Creek LP,,Natural Resources Canada,76.13
CAN,Canada,Jardin d'Éole,133.3,48.7355,-67.6658,Wind,,,,,Northland Power Inc,,Natural Resources Canada,
CAN,Canada,Jean-Guérin,5.9,46.6353,-71.0477,Hydro,,,,,Société d'Énergie Columbus Inc,,Natural Resources Canada,22.35
CAN,Canada,Jean-Lesage (Manic-2),1229,49.3213,-68.3467,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,5149.33
CAN,Canada,Jenpeg,115,54.5432,-98.0282,Hydro,,,,,,,Natural Resources Canada,305.1
CAN,Canada,Jericho,149,43.1333,-81.8938,Wind,,,,,Jericho Wind  LP,,Natural Resources Canada,
CAN,Canada,Jim-Gray,63,48.6987,-71.2125,Hydro,,,,,Hydro Saguenay,,Natural Resources Canada,233.02
CAN,Canada,Jimmie Creek (Upper Toba Valley),62,50.604,-124.0249,Hydro,,,,,,,Natural Resources Canada,161.32
CAN,Canada,Joey-Tanenbaum,17,45.8781,-76.6961,Hydro,,,,,Coulonge Énergie (Société en Commandite)/Hydro-Pontiac Inc,,Natural Resources Canada,89.37
CAN,Canada,Joffre,480,52.3078,-113.5468,Gas,,,,,ATCO / Nova / Capital Power,,Natural Resources Canada,
CAN,Canada,John Hart,126,50.044,-125.3109,Hydro,,,,,BC Hydro,,Natural Resources Canada,383.82
CAN,Canada,Jones Falls,2.4,44.5476,-76.2367,Hydro,,,,,Fortis Generation East LP,,Natural Resources Canada,4.72
CAN,Canada,Jonquière,4.9,48.4167,-71.2555,Hydro,,,,,Hydro Saguenay,,Natural Resources Canada,27.79
CAN,Canada,Jonquière 1,4.5,48.4221,-71.2534,Hydro,,,,,Ville de Saguenay,,Natural Resources Canada,25.28
CAN,Canada,Jordan River,170,48.4297,-124.0523,Hydro,,,,,BC Hydro,,Natural Resources Canada,425.42
CAN,Canada,K2 Wind,270,43.9373,-81.6399,Wind,,,,,K2 Wind Ontario LP,,Natural Resources Canada,
CAN,Canada,Kaizer Meadow,2,44.7278,-64.2544,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Kakabeka,25,48.3975,-89.6165,Hydro,,,,,,,Natural Resources Canada,102.66
CAN,Canada,Kananaskis,19,51.0969,-115.0582,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,73.59
CAN,Canada,Kap Solar Park,6,49.375,-82.3928,Solar,,,,,New Ospvf 7 LP,,Natural Resources Canada,8.7
CAN,Canada,Kapuskasing,2.8,49.4131,-82.4299,Hydro,,,,,,,Natural Resources Canada,12.2
CAN,Canada,Kearl,100,50.6897,-120.0878,Gas,,,,2014,Domtar,,WRI,
CAN,Canada,Keephills,1253,53.4487,-114.4501,Coal,,,,,Capital Power (50%) / TransAlta (50%),,Natural Resources Canada,
CAN,Canada,Kelsey,286,56.0405,-96.5379,Hydro,,,,,,,Natural Resources Canada,
CAN,Canada,Kemano,896,53.5632,-127.9426,Hydro,,,,,,,Natural Resources Canada,2422.15
CAN,Canada,Kemptown,5,45.4485,-63.1148,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Kenora,6,49.7725,-94.5035,Hydro,,,,,H2O Power LP,,Natural Resources Canada,33.02
CAN,Canada,Kent Breeze,20,42.5452,-82.0506,Wind,,,,,TransAlta (100%),,Natural Resources Canada,
CAN,Canada,Kent Hills 1 / 2,150,45.8194,-64.8894,Wind,,,,,TransAlta (83%),,Natural Resources Canada,
CAN,Canada,Ketch Harbour Wind Power Project,4.6,44.5372,-63.6098,Wind,,,,,Watts Wind,,Natural Resources Canada,
CAN,Canada,Kettle,1220,56.3817,-94.6346,Hydro,,,,,,,Natural Resources Canada,
CAN,Canada,Kettles Hill,63,49.5159,-113.8218,Wind,,,,,Kettles Hill Wind Energy,,Natural Resources Canada,
CAN,Canada,Kimberley,1,49.669,-115.9476,Solar,,,,,City of Kimberley,,Natural Resources Canada,1.31
CAN,Canada,Kingsbridge 1,39.6,43.8589,-81.692,Wind,,,,,Cp Renewable Energy (Kingsbridge) LP,,Natural Resources Canada,
CAN,Canada,Kingston Gardiner Hwy2 North,10,44.2966,-76.633,Solar,,,,,Sune Westbrook LP,,Natural Resources Canada,12.95
CAN,Canada,Kingston Gardiner Hwy2 South,10,44.2712,-76.6719,Solar,,,,,Sune Hwy 2 S LP,,Natural Resources Canada,12.95
CAN,Canada,Kingston Gardiner TS Odessa,10,44.2653,-76.7686,Solar,,,,,Sune Odessa LP,,Natural Resources Canada,12.95
CAN,Canada,Kingston Gardiner TS Unity Road,10,44.3201,-76.5667,Solar,,,,,Sune Unity LP,,Natural Resources Canada,12.82
CAN,Canada,Kingston Mills,1.9,44.2934,-76.4405,Hydro,,,,,Fortis Generation East LP,,Natural Resources Canada,5.94
CAN,Canada,Kipling,232,50.1449,-82.2086,Hydro,,,,,Ontario Power Generation,,Natural Resources Canada,978.06
CAN,Canada,Kirkland G1-G5,122,48.135,-80.0405,Gas,,,,,,,Natural Resources Canada,
CAN,Canada,Kokish River,45,50.5199,-126.8755,Hydro,,,,,,,Natural Resources Canada,117.43
CAN,Canada,Kootenay Canal,570,49.4533,-117.5179,Hydro,,,,,BC Hydro,,Natural Resources Canada,2667.13
CAN,Canada,Kruger Products Paper Mill,14,49.2013,-122.9366,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Kwoiek Creek,49.9,50.1051,-121.5671,Hydro,,,,,Innergex Inc (50%) / Kanaka Bar Indian Band (50%),,Natural Resources Canada,243.56
CAN,Canada,L'Anse-à-Valleau,100.5,49.0798,-64.6289,Wind,,,,,Cartier Wind Energy,,Natural Resources Canada,
CAN,Canada,La Gabelle,131,46.4491,-72.7393,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,561.85
CAN,Canada,La Grande-1,1436,53.7323,-78.5712,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,8452.39
CAN,Canada,La Grande-2-A,2106,53.7808,-77.5483,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,12396.06
CAN,Canada,La Grande-3,2417,53.7274,-75.9874,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,14158.88
CAN,Canada,La Grande-4,2779,53.8864,-73.466,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,10811.36
CAN,Canada,La Mitis,24.6,48.3694,-67.8251,Wind,,,,,EDF Energies Nouvelles (70%) / Energie Renouvelable de La Mitis (30%),,Natural Resources Canada,
CAN,Canada,La Sarre-1,1.1,48.8473,-79.1497,Hydro,,,,,Centrale Hydroélectrique La Sarre 1/Hydro-Abitibi Inc,,Natural Resources Canada,3.84
CAN,Canada,La Tuque,294,47.4446,-72.7987,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,954.31
CAN,Canada,Lac Seul / Ear Falls,29,50.6307,-93.2206,Hydro,,,,,Ontario Power Generation Inc,,Natural Resources Canada,140.79
CAN,Canada,Lac-Alfred,300,48.4194,-67.7137,Wind,,,,,Enbridge (67.5%) / EDF Energies Nouvelles (20%) / Mrc of La Mitis & Matapedia (12.5%),,Natural Resources Canada,
CAN,Canada,Lac-Robertson,22,50.9989,-59.0621,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,87.7
CAN,Canada,Lachenaie Landfill,4,45.7326,-73.5346,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Lachute LFG,10,45.6093,-74.2492,Biomass,,,,,Lidya Energy,,Natural Resources Canada,
CAN,Canada,Ladore Falls,47,50.0173,-125.393,Hydro,,,,,BC Hydro,,Natural Resources Canada,157.85
CAN,Canada,Lafleche LFG,4.2,45.3044,-74.9928,Biomass,,,,,Moose Creek Energy LP,,Natural Resources Canada,
CAN,Canada,Laforge-1,878,54.1693,-72.6146,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,2708.04
CAN,Canada,Laforge-2,319,54.5909,-71.2787,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,1021.04
CAN,Canada,Lajoie,25,50.8397,-122.8559,Hydro,,,,,BC Hydro,,Natural Resources Canada,90.3
CAN,Canada,Lake Buntzen 1,59,49.3706,-122.8736,Hydro,,,,,BC Hydro,,Natural Resources Canada,171.12
CAN,Canada,Lake Buntzen 2,17.8,49.3757,-122.8684,Hydro,,,,,BC Hydro,,Natural Resources Canada,47.35
CAN,Canada,Lake Superior,110,46.5158,-84.3689,Gas,,,,,,,Natural Resources Canada,
CAN,Canada,Lakefield,2,44.421,-78.2722,Hydro,,,,,,,Natural Resources Canada,10.31
CAN,Canada,Lameque,45,47.8494,-64.6187,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Lamont Creek,27,49.569,-122.3446,Hydro,,,,,Innergex Inc (50%) / Harrison Hydro Project (50%),,Natural Resources Canada,90.55
CAN,Canada,Landis,79,52.1988,-108.4509,Gas,,,,1975,Ontario Power Generation,,GEODB,
CAN,Canada,Laurie River I,5,56.2508,-101.1171,Hydro,,,,,,,Natural Resources Canada,15.53
CAN,Canada,Laurie River II,5.1,56.2251,-101.0094,Hydro,,,,,,,Natural Resources Canada,15.84
CAN,Canada,Le Granit,24.6,45.6994,-70.58,Wind,,,,,EDF Energies Nouvelles (70%) / Energie du Granit (30%),,Natural Resources Canada,
CAN,Canada,Le Nordais (Phase 1 - Cap Chat),56.3,49.0673,-66.7573,Wind,,,,,Transalta,,Natural Resources Canada,
CAN,Canada,Le Nordais 2 (Matane),42.8,48.7816,-67.6097,Wind,,,,,TransAlta (100%),,Natural Resources Canada,
CAN,Canada,Le Plateau 1,138.6,48.0503,-67.4303,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Le Plateau 2,21.2,48.0532,-67.4782,Wind,,,,,Invenergy Wind Canada & Regie Intermunicipale de L'energie Gaspesie-Iles-de-la-Madeleine,,Natural Resources Canada,
CAN,Canada,Lebreux,1,48.1545,-65.3474,Hydro,,,,,Hydro Canomore Inc,,Natural Resources Canada,2.36
CAN,Canada,Lennox,2000,44.1442,-76.848,Gas,,,,,Ontario Power Generation Inc,,Natural Resources Canada,
CAN,Canada,Lequille,26,44.7267,-65.4967,Hydro,,,,,,,Natural Resources Canada,68.04
CAN,Canada,Les Cèdres,113,45.3089,-74.0273,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,629.26
CAN,Canada,Lethbridge,4,49.7094,-112.7742,Biomass,,,,,ECB Enviro,,Natural Resources Canada,
CAN,Canada,Liberty Energy Centre,11.4,43.2608,-79.792,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Lily Lake,10,44.3136,-78.3926,Solar,,,,,Peterborough Utilities Inc,,Natural Resources Canada,13.24
CAN,Canada,Limerock,5,45.5397,-62.8225,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Limestone,1350,56.5075,-94.1097,Hydro,,,,,,,Natural Resources Canada,
CAN,Canada,Lingan,620,46.2358,-60.039,Coal,,,,,,,Natural Resources Canada,
CAN,Canada,Lingan,18.1,46.2453,-60.0387,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Liskeard 1,10,47.5126,-79.708,Solar,,,,,TransCanada Energy Ltd,,Natural Resources Canada,14.68
CAN,Canada,Liskeard 3,10,47.49,-79.7115,Solar,,,,,TransCanada Energy Ltd,,Natural Resources Canada,14.68
CAN,Canada,Liskeard 4,10,47.5049,-79.7115,Solar,,,,,TransCanada Energy Ltd,,Natural Resources Canada,14.68
CAN,Canada,Little Long,205,50.0036,-82.1649,Hydro,,,,,Ontario Power Generation,,Natural Resources Canada,895.15
CAN,Canada,Little River Harbour,2,43.7532,-66.0303,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Lockston,3,48.4008,-53.3786,Hydro,,,,,,,Natural Resources Canada,10.48
CAN,Canada,Lois Lake,37,49.7699,-124.317,Hydro,,,,,,,Natural Resources Canada,107.31
CAN,Canada,London Street,4.1,44.3114,-78.3143,Hydro,,,,,Peterborough Utilities Inc,,Natural Resources Canada,22.2
CAN,Canada,Long Lake,31,56.0623,-130.0185,Hydro,,,,,Regional Power Inc,,Natural Resources Canada,84.77
CAN,Canada,Long Sault Rapids,18,49.2136,-81.0204,Hydro,,,,,Algonquin Power,,Natural Resources Canada,94.04
CAN,Canada,Long Spruce,980,56.3978,-94.3687,Hydro,,,,,,,Natural Resources Canada,
CAN,Canada,Longlac Biomass Cogeneration,25,49.7678,-86.5421,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Longueil TS Malbouef,10,45.574,-74.8192,Solar,,,,,Sune Alfred LP,,Natural Resources Canada,14.68
CAN,Canada,Lookout Brook,6.2,48.3662,-58.2939,Hydro,,,,,,,Natural Resources Canada,23.99
CAN,Canada,Lorenzetta Creek,3,49.3277,-121.6013,Hydro,,,,,Zella Holdings Ltd,,Natural Resources Canada,11.94
CAN,Canada,Lower Bear,10,49.748,-123.5159,Hydro,,,,,,,Natural Resources Canada,22.34
CAN,Canada,Lower Bonnington,54,49.4617,-117.5004,Hydro,,,,,,,Natural Resources Canada,275.93
CAN,Canada,Lower Clowhom,11,49.8176,-123.3973,Hydro,,,,,Hydromax Energy Ltd,,Natural Resources Canada,25.01
CAN,Canada,Lower Great Brook,3.9,44.09,-64.848,Hydro,,,,,,,Natural Resources Canada,15.35
CAN,Canada,Lower Lake Falls,7.2,44.1577,-64.9772,Hydro,,,,,,,Natural Resources Canada,27.69
CAN,Canada,Lower Notch,274,47.1389,-79.4541,Hydro,,,,,,,Natural Resources Canada,1033.84
CAN,Canada,Lower St Croix,3,44.9613,-64.0331,Hydro,,,,,,,Natural Resources Canada,8.94
CAN,Canada,Lower Sturgeon,14,48.8132,-81.4875,Hydro,,,,,Umh Energy Partnership  An Ontario General Partnership of Ontario Power Generation Inc and Umh Energy Inc,,Natural Resources Canada,64.3
CAN,Canada,Loyalist,54,44.37,-76.975,Solar,,,,,,,Wiki-Solar,71.87
CAN,Canada,Lumsden,2.8,45.0275,-64.3967,Hydro,,,,,,,Natural Resources Canada,8.53
CAN,Canada,Lunarlight,10,44.3145,-77.432,Solar,,,,,Lunarlight LP,,Natural Resources Canada,13.22
CAN,Canada,MacKay,62,47.2688,-84.4364,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,228.81
CAN,Canada,MacKay River,165,57.0413,-111.9055,Gas,,,,,TransCanada,,Natural Resources Canada,
CAN,Canada,MacKenzie Conifex Green Energy,36,55.337,-123.1823,Biomass,,,,,Conifex Power Inc,,Natural Resources Canada,
CAN,Canada,MacLeod Flats,3,49.6868,-113.4752,Wind,,,,,Vision Quest (TransAlta),,Natural Resources Canada,
CAN,Canada,Mactaquac,668,45.9551,-66.8665,Hydro,,,,,,,Natural Resources Canada,2632.65
CAN,Canada,Magpie,40.6,50.3228,-64.4542,Hydro,,,,,Magpie (Société en Commandite),,Natural Resources Canada,148.41
CAN,Canada,Magrath,30,49.3859,-112.9488,Wind,,,,,Suncor / EHN/ Enbridge,,Natural Resources Canada,
CAN,Canada,Mahkeses,168,54.5838,-110.3934,Gas,,,,,Imperial Oil,,Natural Resources Canada,
CAN,Canada,Malay Falls,3,44.9877,-62.4841,Hydro,,,,,,,Natural Resources Canada,9.31
CAN,Canada,Mamquam,58,49.7214,-123.0919,Hydro,,,,,Atlantic Power Corp,,Natural Resources Canada,221.35
CAN,Canada,Manic-1,184,49.1913,-68.3294,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,790.12
CAN,Canada,Manic-5,1596,50.6398,-68.7267,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,6880.06
CAN,Canada,Manic-5-PA,1064,50.6467,-68.7395,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,4457
CAN,Canada,Manitou Falls,73,50.5837,-93.4554,Hydro,,,,,,,Natural Resources Canada,378.11
CAN,Canada,Maquatua,1.1,53.0035,-78.7935,Hydro,,,,,Corporation Sakami Eeyou,,Natural Resources Canada,3.64
CAN,Canada,Marathon Pulp Inc,15.5,48.7186,-86.3941,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Marches-Naturelles,4.2,46.8941,-71.1587,Hydro,,,,,Boralex Énergie (Société en Commandite) /Boralex Inc,,Natural Resources Canada,18.87
CAN,Canada,Marion 3 Creek,5,49.2342,-125.3569,Hydro,,,,,,,Natural Resources Canada,9.15
CAN,Canada,Marmora,1,44.4851,-77.6876,Hydro,,,,,Shaman Power Corp,,Natural Resources Canada,4.35
CAN,Canada,Martock Ridge,6,44.927,-64.1192,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Maryvale,6,45.7288,-62.0635,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Massif du Sud,150,46.5668,-70.4849,Wind,,,,,Enbridge (80%) / EDF Energies Nouvelles (20%),,Natural Resources Canada,
CAN,Canada,Masson,119.4,45.5432,-75.4203,Hydro,,,,,Énergie La Lièvre  Sec/Énergie Brookfield Inc,,Natural Resources Canada,431.42
CAN,Canada,Matabitchuan,10,47.1233,-79.4946,Hydro,,,,,,,Natural Resources Canada,32.74
CAN,Canada,Mattawishkwia,10,49.6807,-83.6816,Solar,,,,,New Ospvf 10 LP,,Natural Resources Canada,14.68
CAN,Canada,Matthias,3,44.9934,-79.2019,Hydro,,,,,Orillia Power Generation Corp,,Natural Resources Canada,12.38
CAN,Canada,Mayo A,5,63.654,-135.9155,Hydro,,,,,,,Natural Resources Canada,15.35
CAN,Canada,Mayo B,10,63.6329,-135.9283,Hydro,,,,,,,Natural Resources Canada,31.07
CAN,Canada,McBride Lake,75.2,49.6123,-113.4815,Wind,,,,,Vision Quest (TransAlta),,Natural Resources Canada,
CAN,Canada,McCormick,235,49.193,-68.3268,Hydro,,,,,Société en Commandite Hydroélectrique Manicouagan (Schm),,Natural Resources Canada,941.5
CAN,Canada,McDougall,8.6,46.7405,-71.6955,Hydro,,,,,Fiducie R.S.P. Hydro Inc/ Boralex Inc,,Natural Resources Canada,37.49
CAN,Canada,McIntosh Creek,1,53.3687,-120.3754,Hydro,,,,,Snowshoe Power Ltd,,Natural Resources Canada,2.85
CAN,Canada,McKenzie Falls,1.1,49.8047,-93.1887,Hydro,,,,,,,Natural Resources Canada,3.67
CAN,Canada,McLean's Mountain,60,45.9355,-81.9835,Wind,,,,,McLean's Mountain Wind LP,,Natural Resources Canada,
CAN,Canada,McLymont Creek,66,56.6872,-130.7975,Hydro,,,,,,,Natural Resources Canada,232.53
CAN,Canada,McMahon Cogeneration,120,56.1447,-120.6686,Gas,,,,,Spectra Energy (50%) / ATCO Pwer (50%),,Natural Resources Canada,
CAN,Canada,McNair Creek,10,49.5158,-123.5015,Hydro,,,,,,,Natural Resources Canada,35.75
CAN,Canada,McPhail,13,47.9054,-84.6705,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,60.45
CAN,Canada,McVittie,3,46.2846,-80.8484,Hydro,,,,,,,Natural Resources Canada,12.38
CAN,Canada,Mcarthur,56,50.3981,-95.9977,Hydro,,,,,,,Natural Resources Canada,269.63
CAN,Canada,Mears Creek,3.8,49.872,-126.2136,Hydro,,,,,Synex,,Natural Resources Canada,13.42
CAN,Canada,Meikle Wind,185,55.2856,-121.4691,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Melancthon I,67.5,44.082,-80.287,Wind,,,,,Melancthon Wolfe Wind LP,,Natural Resources Canada,
CAN,Canada,Melancthon II,132,44.118,-80.3129,Wind,,,,,Melancthon Wolfe Wind LP,,Natural Resources Canada,
CAN,Canada,Memphrémagog,1.8,45.263,-72.1435,Hydro,,,,,Ville de Magog,,Natural Resources Canada,7.77
CAN,Canada,Menihek,18.7,54.4711,-66.6125,Hydro,,,,,,,Natural Resources Canada,96.64
CAN,Canada,Mercier,55,46.7173,-75.9825,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,277.91
CAN,Canada,Meridian Cogeneration,210,53.2593,-109.9512,Gas,,,,,TransAlta Ltd / Husky Oil Ltd,,Natural Resources Canada,
CAN,Canada,Merrick Landfill,1.6,46.5158,-79.4932,Biomass,,,,,North Bay Hydro Services Inc,,Natural Resources Canada,
CAN,Canada,Merrickville,2,44.9178,-75.8373,Hydro,,,,,,,Natural Resources Canada,8.48
CAN,Canada,Mesgi'g Ugju's'n,149.3,48.2505,-66.7255,Wind,,,,,Innergex Inc (50%) / Mi’gmawei Mawiomi Business Corp (50%),,Natural Resources Canada,
CAN,Canada,Methals,3,44.9397,-64.4315,Hydro,,,,,,,Natural Resources Canada,9.03
CAN,Canada,Meyersburg,5,44.2482,-77.8019,Hydro,,,,,,,Natural Resources Canada,26.53
CAN,Canada,Mica,2746,52.0759,-118.5705,Hydro,,,,,BC Hydro,,Natural Resources Canada,12314.04
CAN,Canada,Middle,8,54.3787,-128.8852,Hydro,,,,,,,Natural Resources Canada,38.79
CAN,Canada,Midhurst 2,3.5,44.5392,-79.765,Solar,,,,,Met Fiera Solar Midhurst 2 LP,,Natural Resources Canada,4.61
CAN,Canada,Midhurst 3,3.5,44.4724,-79.5693,Solar,,,,,Met Fiera Solar Midhurst 3 LP,,Natural Resources Canada,4.61
CAN,Canada,Midhurst 4,6.5,44.4696,-79.5615,Solar,,,,,Met Fiera Solar Midhurst 4 LP,,Natural Resources Canada,8.44
CAN,Canada,Midhurst 6,8.5,44.4762,-79.7194,Solar,,,,,Met Fiera Solar Midhurst 6 LP,,Natural Resources Canada,10.83
CAN,Canada,Midhurst II,3.5,44.5397,-79.762,Solar,,,,,,,Wiki-Solar,4.61
CAN,Canada,Mightysolar,10,45.1276,-75.2581,Solar,,,,,Concord Mightysolar Partnership,,Natural Resources Canada,14.63
CAN,Canada,Mill Lake,2.2,44.7116,-63.8962,Hydro,,,,,,,Natural Resources Canada,5.2
CAN,Canada,Millbank,397,47.0738,-65.4552,Oil,,,,,,,Natural Resources Canada,
CAN,Canada,Millbrook,6,45.3263,-63.3441,Wind,,,,,Millbrook Community Wind Inc,,Natural Resources Canada,
CAN,Canada,Miller Creek,33,50.3499,-122.8714,Hydro,,,,,Innergex Inc,,Natural Resources Canada,106.48
CAN,Canada,Milltown,3,45.1755,-67.2929,Hydro,,,,,,,Natural Resources Canada,12.56
CAN,Canada,Minashtuk,12.1,48.9062,-72.2053,Hydro,,,,,Minashtuk (Société en Commandite),,Natural Resources Canada,66.35
CAN,Canada,Minden,4,44.941,-78.7083,Hydro,,,,,Orillia Power Generation Corp,,Natural Resources Canada,17.24
CAN,Canada,Miramichi,42,46.9697,-65.5943,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Misema,3,47.8996,-79.8759,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,12.59
CAN,Canada,Mission,16,47.9384,-84.8373,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,75.68
CAN,Canada,Mississauga,122,43.6987,-79.6434,Gas,,,,,TransAlta (50%),,Natural Resources Canada,
CAN,Canada,Mississippi Mills,10,45.3092,-76.2435,Solar,,,,,TransCanada Energy Ltd,,Natural Resources Canada,14.68
CAN,Canada,Mitis-1,6,48.6036,-68.1376,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,24.12
CAN,Canada,Mitis-2,4,48.6219,-68.1378,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,15.91
CAN,Canada,Mobile,12,47.2479,-52.8418,Hydro,,,,,,,Natural Resources Canada,27.28
CAN,Canada,Mohawk Point,9.9,42.8514,-79.4903,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Mont Copper,54,48.9399,-65.5271,Wind,,,,,NextEra Energy,,Natural Resources Canada,
CAN,Canada,Mont Miller,54,48.98,-65.4958,Wind,,,,,NextEra Energy,,Natural Resources Canada,
CAN,Canada,Mont Rothery,74,48.972,-65.3796,Wind,,,,,EDF Energies Nouvelles 50%,,Natural Resources Canada,
CAN,Canada,Mont-Louis,100.5,49.1818,-65.6502,Wind,,,,,Northland Power,,Natural Resources Canada,
CAN,Canada,Montagne-Sèche,58.5,49.178,-64.9418,Wind,,,,,Innergex Inc (38%) / TransCanada (42%),,Natural Resources Canada,
CAN,Canada,Montmagny,2.1,46.9872,-70.5492,Hydro,,,,,Innergex Montmagny (Société en Commandite),,Natural Resources Canada,4.96
CAN,Canada,Montrose,73,50.6231,-124.1873,Hydro,,,,,,,Natural Resources Canada,241.86
CAN,Canada,Montérégie,101.2,45.2748,-73.5774,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Moose Rapids,1.4,46.6292,-80.6646,Hydro,,,,,Canadian Hydro Developers  Inc,,Natural Resources Canada,6.13
CAN,Canada,Moresby Lake,6,52.9345,-132.1282,Hydro,,,,,Atlantic Power Corp,,Natural Resources Canada,17.87
CAN,Canada,Morley,10,48.7069,-94.2503,Solar,,,,,Rainy River First Nations Solar 1 LP,,Natural Resources Canada,14.68
CAN,Canada,Morris,1.1,47.2537,-52.9358,Hydro,,,,,,,Natural Resources Canada,1.76
CAN,Canada,Morse,23,50.3989,-106.9585,Wind,,,,,Algonquin Power,,Natural Resources Canada,
CAN,Canada,Mother Earth I,4,45.8185,-82.1428,Wind,,,,,Mere General Partner Inc,,Natural Resources Canada,
CAN,Canada,Mountain Chute,170,45.1957,-76.9074,Hydro,,,,,,,Natural Resources Canada,661.38
CAN,Canada,Mulgrave,2.3,45.6207,-61.4343,Wind,,,,,,,Natural Resources Canada,
