country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
CAN,Canada,Chute-à-Caron,224,48.4506,-71.2536,Hydro,,,,,Rio Tinto (Rt),,Natural Resources Canada,1345.24
CAN,Canada,Chute-à-la-Savane,258,48.7536,-71.8395,Hydro,,,,,Rio Tinto Alcan,,Natural Resources Canada,945.77
CAN,Canada,Chutes à Thompson,9.9,49.3083,-67.86,Hydro,,,,,Société d’énergie Rivière Franquelin Inc,,Natural Resources Canada,35
CAN,Canada,Chutes-de-la-Chaudière,25,46.7154,-71.285,Hydro,,,,,Innergex Inc,,Natural Resources Canada,103.3
CAN,Canada,Chutes-à-Gorry,10.8,46.7904,-72.0082,Hydro,,,,,Société d'Énergie Columbus Inc,,Natural Resources Canada,46.58
CAN,Canada,Citylights,10,45.1563,-75.2245,Solar,,,,,Axium City Light LP,,Natural Resources Canada,14.63
CAN,Canada,Clayton Falls,2,52.3701,-126.8139,Hydro,,,,,BC Hydro,,Natural Resources Canada,4.83
CAN,Canada,Clear Creek,9.9,42.5879,-80.5722,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Clergue,52,46.5148,-84.3472,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,307.71
CAN,Canada,Clover Bar,250,53.5871,-113.3652,Gas,,,,,Capital Power,,Natural Resources Canada,
CAN,Canada,Clover Bar LFG,4.8,53.5956,-113.3322,Biomass,,,,,Capital Power,,Natural Resources Canada,
CAN,Canada,Clowhom,33,49.7109,-123.5321,Hydro,,,,,BC Hydro,,Natural Resources Canada,86.12
CAN,Canada,Coleson Cove,972,45.1538,-66.2023,Oil,,,,,,,Natural Resources Canada,
CAN,Canada,Comber East / West,165.6,42.2195,-82.5614,Wind,,,,,2016 Comber Wind LP,,Natural Resources Canada,
CAN,Canada,Conestogo,22.9,43.7943,-80.5888,Wind,,,,,Conestogo Wind  LP,,Natural Resources Canada,
CAN,Canada,Coniston,4,46.4746,-80.8183,Hydro,,,,,,,Natural Resources Canada,17.68
CAN,Canada,Corner Brook Cogeneration,15.3,48.9561,-57.9496,Biomass,,,,,Kruger,,Natural Resources Canada,
CAN,Canada,Cornwall,10,45.1024,-74.6899,Solar,,,,,Cornwall Solar Inc,,Natural Resources Canada,14.63
CAN,Canada,Corra Linn,51,49.4689,-117.4686,Hydro,,,,,,,Natural Resources Canada,260.6
CAN,Canada,Cory Cogeneration,260,52.0927,-106.8533,Gas,,,,,Saskpower (50%) / ATCO Power (50%),,Natural Resources Canada,
CAN,Canada,Coteau Creek,186,51.2748,-106.8736,Hydro,,,,,Saskatchewan Power Corp,,Natural Resources Canada,724.93
CAN,Canada,Cowie Falls,7.4,44.0744,-64.7707,Hydro,,,,,,,Natural Resources Canada,29.75
CAN,Canada,Cowley North,19.5,49.5619,-114.1075,Wind,,,,,Canadian Hydro Developers,,Natural Resources Canada,
CAN,Canada,Creignishrear,2,45.7262,-61.4167,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Crossfield Energy Centre,120,51.3972,-114.0147,Gas,,,,,Enmax Energy Corp,,Natural Resources Canada,
CAN,Canada,Crowe Bay,2,44.3353,-77.7723,Hydro,,,,,,,Natural Resources Canada,10.12
CAN,Canada,Crowsnest Pass ERG,11,49.6474,-114.7151,Other,,,,,,,Natural Resources Canada,
CAN,Canada,Cruickshank,8.3,44.2478,-81.5714,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Crystal Falls,8,46.4501,-79.8629,Hydro,,,,,,,Natural Resources Canada,34.84
CAN,Canada,Culliton Creek,15,49.8772,-123.1599,Hydro,,,,,,,Natural Resources Canada,45.37
CAN,Canada,Cultus,9.9,42.6009,-80.6048,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Cypress,10.5,50.0195,-108.4936,Wind,,,,,Saskatchewan Power Corp,,Natural Resources Canada,
CAN,Canada,Cypress Creek,2.8,49.8427,-126.1277,Hydro,,,,,Synex,,Natural Resources Canada,9.79
CAN,Canada,Côte-Sainte-Catherine-1-2-3,11.1,45.4066,-73.5691,Hydro,,,,,Algonquin Power,,Natural Resources Canada,
CAN,Canada,Côte-de-Beaupré,23.5,47.3006,-70.881,Wind,,,,,Boralex,,Natural Resources Canada,
CAN,Canada,Dalhousie Mountain,51,45.5757,-62.9755,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Daniel-Larocque (Mont-Laurier),2.7,46.5547,-75.4999,Hydro,,,,,Algonquin Power,,Natural Resources Canada,11.51
CAN,Canada,Darlington,3740,43.8697,-78.7239,Nuclear,,,,,,,Natural Resources Canada,
CAN,Canada,Dasque,12,54.3835,-128.9149,Hydro,,,,,,,Natural Resources Canada,59.08
CAN,Canada,Dave Rampel Solar Park,10,48.7152,-94.2518,Solar,,,,,Rainy River First Nations Solar 3 LP,,Natural Resources Canada,14.68
CAN,Canada,David Brown Solar Park,10,45.0085,-74.9996,Solar,,,,,Saturn Solar 2 LP,,Natural Resources Canada,13.69
CAN,Canada,De l'Érable,100,46.1059,-71.6839,Wind,,,,,Elecnor,,Natural Resources Canada,
CAN,Canada,Decew Falls 1,23,43.1183,-79.2643,Hydro,,,,,,,Natural Resources Canada,60.91
CAN,Canada,Decew Falls 2,144,43.1189,-79.2612,Hydro,,,,,,,Natural Resources Canada,362.51
CAN,Canada,Deep Brook,9.1,44.0805,-64.7909,Hydro,,,,,,,Natural Resources Canada,36.08
CAN,Canada,Deer Lake,129,49.1699,-57.4363,Hydro,,,,,,,Natural Resources Canada,541.95
CAN,Canada,Des Moulins I,135.7,46.1637,-71.3546,Wind,,,,,Invenergy Wind Canada,,Natural Resources Canada,
CAN,Canada,Des Moulins II,21.2,48.0433,-67.5268,Wind,,,,,Invenergy Wind Canada,,Natural Resources Canada,
CAN,Canada,Des-Joachims,429,46.1827,-77.697,Hydro,,,,,Ontario Power Generation (OPG),,Natural Resources Canada,2090.59
CAN,Canada,Destec - Kingston,140,44.2098,-76.7247,Gas,,,,,Northland Power,,Natural Resources Canada,
CAN,Canada,Diavik Mine,9.2,64.4912,-110.3423,Wind,,,,,Diavik Diamond Mines Inc,,Natural Resources Canada,
CAN,Canada,Dickie Brook,2.6,45.3492,-61.5032,Hydro,,,,,,,Natural Resources Canada,8.22
CAN,Canada,Dickson Dam,15,52.0527,-114.2229,Hydro,,,,,Algonquin Power,,Natural Resources Canada,56.48
CAN,Canada,Digby,30.8,44.5914,-65.9444,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Discoverylight,10,44.4384,-79.0681,Solar,,,,,Axium Discovery Light LP,,Natural Resources Canada,13.24
CAN,Canada,District Heating,1.2,46.2516,-63.1079,Biomass,,,,,Fort Chicago Energy Partners of Calgary,,Natural Resources Canada,
CAN,Canada,Dokie,144,55.8118,-122.2474,Wind,,,,,Alterra Power Corp (51%) / GE Energy Financial Services (,,Natural Resources Canada,
CAN,Canada,Dolbeau,26.5,48.8794,-72.2174,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Domtar - Windsor,30,45.5658,-71.981,Biomass,,,,,Domtar Inc,,Natural Resources Canada,
CAN,Canada,Domtar Espanola Mill,18,46.2697,-81.7706,Hydro,,,,,Domtar Inc,,Natural Resources Canada,84.93
CAN,Canada,Domtar Pulp Mill (Kamloops),76,50.6894,-120.4053,Biomass,,,,,Domtar Inc,,Natural Resources Canada,
CAN,Canada,Donnacona,4.8,46.6785,-71.7458,Hydro,,,,,Algonquin Power,,Natural Resources Canada,21.38
CAN,Canada,Doran Taylor,6,49.2964,-125.2755,Hydro,,,,,,,Natural Resources Canada,11.8
CAN,Canada,Douglas Creek,27,49.7676,-122.151,Hydro,,,,,Innergex Inc (50%) / Harrison Hydro Project (50%),,Natural Resources Canada,69.05
CAN,Canada,Drummondville,16,45.8869,-72.4841,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,83.19
CAN,Canada,Dufferin,40.6,45.5844,-75.4178,Hydro,,,,,Énergie La Lièvre  Sec/Énergie Brookfield Inc,,Natural Resources Canada,158.47
CAN,Canada,Dufferin,91.4,44.2134,-80.2673,Wind,,,,,Dufferin Wind Power Inc,,Natural Resources Canada,
CAN,Canada,Dunford,45,47.9069,-84.7156,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,171.51
CAN,Canada,Dupont Maitland,50,44.6334,-75.616,Gas,,,,1992,TransAlta,,WRI,
CAN,Canada,E B Campbell,289,53.689,-103.3475,Hydro,,,,,Saskatchewan Power Corp,,Natural Resources Canada,1384.56
CAN,Canada,Eagle River,1.8,49.7911,-93.1969,Hydro,,,,,,,Natural Resources Canada,6
CAN,Canada,Earthlight,10,44.2875,-79.2834,Solar,,,,,Concord Earthlight Partnership,,Natural Resources Canada,13.22
CAN,Canada,East Angus,2.3,45.4827,-71.6623,Hydro,,,,,Forces Motrices Saint-François Inc/Boralex Inc,,Natural Resources Canada,8.16
CAN,Canada,East Durham,22.4,44.1972,-80.7005,Wind,,,,,East Durham Wind  LP,,Natural Resources Canada,
CAN,Canada,East LFG,1,43.1216,-79.1739,Biomass,,,,,St. Catharines Hydro Generation Inc / Glenridge Gas Utilization Inc,,Natural Resources Canada,
CAN,Canada,East Lake St. Clair,99,42.4776,-82.3603,Wind,,,,,East Lake St. Clair Wind LP,,Natural Resources Canada,
CAN,Canada,East Toba,123,50.6751,-123.9603,Hydro,,,,,,,Natural Resources Canada,294.98
CAN,Canada,East Twin,2,53.4581,-120.3834,Hydro,,,,,,,Natural Resources Canada,4.05
CAN,Canada,East Windsor Cogeneration,92,42.3258,-83.0005,Gas,,,,2009,SaskPower,,WRI,
CAN,Canada,Eastern Kings,30,46.4525,-62.0682,Wind,,,,,PEI Energy Corp,,Natural Resources Canada,
CAN,Canada,Eastmain-1,480,52.1818,-76.051,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,1659.15
CAN,Canada,Eastmain-1-A,768,52.1793,-76.0418,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,2934.37
CAN,Canada,Eastview LFG,1.7,43.5741,-80.2323,Biomass,,,,,Envida Community Energy Inc,,Natural Resources Canada,
CAN,Canada,Eddy Ottawa (Powerhouses 2 & 3),9.2,45.4208,-75.7185,Hydro,,,,,Energy Ottawa Inc,,Natural Resources Canada,49.56
CAN,Canada,Edmundston,9,47.3626,-68.3236,Hydro,,,,,,,Natural Resources Canada,36.33
CAN,Canada,Effisolar Beckwith,10,45.0564,-76.0795,Solar,,,,,Beckwith Solar Inc,,Natural Resources Canada,14.13
CAN,Canada,Eldorado Reservoir,1.1,50.019,-119.3589,Hydro,,,,,District of Lake Country,,Natural Resources Canada,1.83
CAN,Canada,Elko,12,49.2901,-115.1046,Hydro,,,,,BC Hydro,,Natural Resources Canada,42.78
CAN,Canada,Ellershouse Wind Farm,16.4,44.9316,-64.0276,Wind,,,,,Alternative Resource Energy Authority,,Natural Resources Canada,
CAN,Canada,Elliot Chute,2,46.0602,-79.3894,Hydro,,,,,,,Natural Resources Canada,8.6
CAN,Canada,Elmsley East / West,24,44.8406,-76.0866,Solar,,,,,EDF Energies Nouvelles,,Natural Resources Canada,34.16
CAN,Canada,Elora,1,43.6809,-80.4329,Hydro,,,,,2405489 Ontario Inc,,Natural Resources Canada,3.22
CAN,Canada,Enbridge Tilbury,5,42.2741,-82.4267,Solar,,,,,Enbridge Inc,,Natural Resources Canada,7.12
CAN,Canada,Erie Ridge,9.4,42.4454,-81.8504,Solar,,,,,Sunedison / Skypower Ltd,,Natural Resources Canada,13.57
CAN,Canada,Erie Shores,99,42.6476,-80.7695,Wind,,,,,Erie Shores Wind Farm LP,,Natural Resources Canada,
CAN,Canada,Erieau,99,42.3011,-82.0047,Wind,,,,,Erieau Wind LP,,Natural Resources Canada,
CAN,Canada,Ermine,92,51.873,-109.0399,Gas,,,,2009,Macquarie Power & Infrastructure Income Fund,,GEODB,
CAN,Canada,Ernestown,10,44.228,-76.7195,Wind,,,,,Ernestown Windpark LP,,Natural Resources Canada,
CAN,Canada,Espanola Mill,25,46.2691,-81.7672,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Eugenia,6,44.3398,-80.537,Hydro,,,,,,,Natural Resources Canada,22.39
CAN,Canada,Fairmont,4.6,45.6824,-61.9913,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Falls River,7,53.9835,-129.7342,Hydro,,,,,BC Hydro,,Natural Resources Canada,13.77
CAN,Canada,Fenelon Falls,2.6,44.5356,-78.7373,Hydro,,,,,,,Natural Resources Canada,11.86
CAN,Canada,Fermeuse,27,46.9699,-52.97,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Ferndale,5.1,44.9465,-81.2632,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Fire Creek,23,49.7834,-122.2347,Hydro,,,,,Innergex Inc (50%) / Harrison Hydro Project (50%),,Natural Resources Canada,59.24
CAN,Canada,Firebag,104,57.2356,-110.85,Gas,,,,,Suncor,,Natural Resources Canada,
CAN,Canada,Firebag 3,170,57.2417,-110.8547,Gas,,,,,Suncor,,Natural Resources Canada,
CAN,Canada,Firebag 4,160,57.2417,-110.8569,Gas,,,,,Suncor,,Natural Resources Canada,
CAN,Canada,First Light I,9.1,44.2904,-76.9257,Solar,,,,,Sunedison / Skypower Ltd,,Natural Resources Canada,11.68
CAN,Canada,First Light II,10.4,44.2984,-76.9425,Solar,,,,,Sunedison / Skypower Ltd,,Natural Resources Canada,13.81
CAN,Canada,Fitzpatrick Mountain,1.6,45.6264,-62.9013,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Fitzsimmons Creek,7.5,50.1056,-122.9448,Hydro,,,,,Innergex Inc (66.7%) / Ledcor Power Group (33.3%),,Natural Resources Canada,16.79
CAN,Canada,Forrest Kerr,195,56.7172,-130.6866,Hydro,,,,,AltaGas,,Natural Resources Canada,630.95
CAN,Canada,Fort Frances,9.4,48.6091,-93.4023,Hydro,,,,,H2O Power LP,,Natural Resources Canada,54.18
CAN,Canada,Fort Saskatchewan (TransAlta),118,53.736,-113.1734,Gas,,,,,TransAlta (30%) / Strongwater Energy Ltd (70%),,Natural Resources Canada,
CAN,Canada,Fort William,10.9,48.3603,-89.2536,Solar,,,,,Not Reported,,Natural Resources Canada,16.25
CAN,Canada,Foster Creek,80,55.0674,-110.536,Gas,,,,2003,AbitibiBowater,,GEODB,
CAN,Canada,Fotolight,10,44.0199,-77.094,Solar,,,,,Axium Foto Light LP,,Natural Resources Canada,14.64
CAN,Canada,Fourth Lake,2.2,44.3696,-65.7193,Hydro,,,,,,,Natural Resources Canada,6.59
CAN,Canada,Frampton,24,46.4445,-70.737,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Frankford,3,44.1865,-77.5945,Hydro,,,,,,,Natural Resources Canada,15.48
CAN,Canada,Fraser,2.9,47.841,-69.5317,Hydro,,,,,Hydro-Fraser Inc,,Natural Resources Canada,9.11
CAN,Canada,Fraser Lake Biomass,12,54.0673,-124.7484,Biomass,,,,,West Fraser Mills Ltd,,Natural Resources Canada,
CAN,Canada,Fraser Richmond Soil & Fiber,1,49.1597,-123.0378,Biomass,,,,,Harvest,,Natural Resources Canada,
CAN,Canada,Frogmore,9.9,42.6069,-80.6598,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Front Line,9,42.3964,-81.8657,Wind,,,,,Gengrowth,,Natural Resources Canada,
CAN,Canada,Frontenac,2.2,45.4023,-71.8984,Hydro,,,,,Ville de Sherbrooke /Hydro Sherbrooke,,Natural Resources Canada,9.66
CAN,Canada,Furry Creek,10,49.5793,-123.202,Hydro,,,,,Furry Creek Power Ltd,,Natural Resources Canada,38
CAN,Canada,G.M. Shrum,2730,56.0148,-122.1957,Hydro,,,,,BC Hydro,,Natural Resources Canada,11434.96
CAN,Canada,GTAA Cogeneration,90,43.6911,-79.6105,Gas,,,,2006,Cartier Énergie,,WRI,
CAN,Canada,Gaetz Brook,2.3,44.7588,-63.2043,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Galetta,1.6,45.4262,-76.2537,Hydro,,,,,Canadian Hydro Developers  Inc,,Natural Resources Canada,5.05
CAN,Canada,Ganaraska,17.6,44.0197,-78.581,Wind,,,,,Ganaraska Wind Development Joint Venture,,Natural Resources Canada,
CAN,Canada,Gardiner Mines (Cape Breton University),5.4,46.195,-60.0839,Wind,,,,,Gardner Mines Wind Farm LP,,Natural Resources Canada,
CAN,Canada,Gartshore,23,47.2402,-84.5835,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,90.04
CAN,Canada,Gatineau (Bowater),15,45.4792,-75.6552,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Geisler Falls / Corkery Falls,2.9,45.9879,-79.419,Hydro,,,,,Carlisle LP No. 1,,Natural Resources Canada,12.44
CAN,Canada,Genesee,1376,53.3446,-114.3049,Coal,,,,,Capital Power & TransAlta,,Natural Resources Canada,
CAN,Canada,Gesner,10,42.5193,-81.7571,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Ghost,51,51.2188,-114.7078,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,133.61
CAN,Canada,Ghost Pine,81.6,51.8723,-113.3181,Wind,,,,,Finavera,,Natural Resources Canada,
CAN,Canada,Gisborne,3.5,46.5677,-60.5252,Hydro,,,,,,,Natural Resources Canada,8.04
CAN,Canada,Gitchi Animki Bezhig,8.9,48.6439,-85.7659,Hydro,,,,,Pic Mobert Hydro Inc,,Natural Resources Canada,43.66
CAN,Canada,Gitchi Animki Niizh,10,48.5977,-85.8779,Hydro,,,,,Pic Mobert Hydro Inc,,Natural Resources Canada,49.4
CAN,Canada,Gitzler Falls,1.2,46.0022,-79.4247,Hydro,,,,,Carlisle Ltd Partnership,,Natural Resources Canada,5.23
CAN,Canada,Glace Bay / Donkin,1.6,46.218,-59.981,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Glen Dhu,62.1,45.6467,-62.2216,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Glen Miller,8,44.1525,-77.5819,Hydro,,,,,Glen Miller Power LP,,Natural Resources Canada,43.88
CAN,Canada,Glenarm,10,44.4633,-78.9662,Solar,,,,,Csi Glenarm LP,,Natural Resources Canada,13.24
CAN,Canada,Glenford,5,46.8385,-71.9405,Hydro,,,,,Algonquin Power,,Natural Resources Canada,21.14
CAN,Canada,Gold River,90,49.6827,-126.1253,Biomass,,,,,Green Island Energy,,Natural Resources Canada,
CAN,Canada,Golden,8,51.3047,-116.9761,Biomass,,,,,Louisiana-Pacific Canada Engineered Wood Products Ltd,,Natural Resources Canada,
CAN,Canada,Goldlight,10,44.2878,-79.2936,Solar,,,,,Goldlight LP,,Natural Resources Canada,13.22
CAN,Canada,Goodlight,10,44.5117,-78.992,Solar,,,,,Goodlight LP,,Natural Resources Canada,13.24
CAN,Canada,Goreway,875,43.7465,-79.6799,Gas,,,,,Goreway Station Partnership,,Natural Resources Canada,
CAN,Canada,Gosfield,50.6,42.1269,-82.6835,Wind,,,,,Gosfield Wind LP,,Natural Resources Canada,
CAN,Canada,Goshen,102.4,43.2986,-81.6144,Wind,,,,,Goshen Wind  LP,,Natural Resources Canada,
CAN,Canada,Goulais,25.3,46.6615,-84.3587,Wind,,,,,Chi-Wiikwedong LP,,Natural Resources Canada,
CAN,Canada,Gracey,10,42.2718,-82.4882,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Grand Bend,99.3,43.3937,-81.6578,Wind,,,,,Grand Bend Wind LP,,Natural Resources Canada,
CAN,Canada,Grand Falls,75,48.9254,-55.6678,Hydro,,,,,,,Natural Resources Canada,336.29
CAN,Canada,Grand Falls / Grand Sault,66,47.0429,-67.7369,Hydro,,,,,,,Natural Resources Canada,305.58
CAN,Canada,Grand Rapids,479,53.16,-99.2863,Hydro,,,,,,,Natural Resources Canada,2730.02
CAN,Canada,Grand Renewable Energy Park,149,42.8814,-79.7879,Wind,,,,,Grand Renewable Wind LP,,Natural Resources Canada,
CAN,Canada,Grand Renewable Energy Park,100,42.8883,-79.819,Solar,,,,,Grand Renewable Solar LP,,Natural Resources Canada,141.32
CAN,Canada,Grand Valley I / II,19.8,44.0078,-80.3556,Wind,,,,,Grand Valley 1 LP,,Natural Resources Canada,
CAN,Canada,Grand Valley III,40.1,43.9294,-80.3437,Wind,,,,,Grand Valley 2 LP,,Natural Resources Canada,
CAN,Canada,Grand-Mère,67,46.6152,-72.6793,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,316.19
CAN,Canada,Grande Prairie EcoPower,25,55.1602,-118.8184,Biomass,,,,,Canadian Gas and Electric,,Natural Resources Canada,
CAN,Canada,Grande-Dame,1.7,45.2727,-72.1054,Hydro,,,,,Ville de Magog,,Natural Resources Canada,7.34
CAN,Canada,Grandview,90,45.2727,-66.0677,Gas,,,,2004,Hydro Quebec,,WRI,
CAN,Canada,Granite Canal,41,48.1966,-56.8152,Hydro,,,,,,,Natural Resources Canada,138.16
CAN,Canada,Great Falls,129,50.4616,-96.0095,Hydro,,,,,,,Natural Resources Canada,570.17
CAN,Canada,Green Acres,2,50.9061,-112.708,Solar,,,,,Private,,Natural Resources Canada,2.88
CAN,Canada,Green River,3,47.4684,-68.2354,Hydro,,,,,Edmunston Energy,,Natural Resources Canada,9.99
CAN,Canada,Greenfield,3.2,45.3467,-63.139,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Greenfield Energy Centre,1005,42.7701,-82.4528,Gas,,,,,Greenfield Energy Centre LP,,Natural Resources Canada,
CAN,Canada,Greenwich,98.9,48.7606,-88.7667,Wind,,,,,Greenwich Wind Farm  LP,,Natural Resources Canada,
CAN,Canada,Grey Highlands,18.5,44.3085,-80.3138,Wind,,,,,Grey Highlands Clean Energy Development LP,,Natural Resources Canada,
CAN,Canada,Grey Highlands Zero Emission People (Zep),10,44.314,-80.289,Wind,,,,,Capstone Infrastructure Corp 50%,,Natural Resources Canada,
CAN,Canada,Grimsby Bioreactor,1,43.1474,-79.5389,Biomass,,,,,Grimsby Energy Inc,,Natural Resources Canada,
CAN,Canada,Gros Morne I,100.5,49.181,-65.4615,Wind,,,,,Innergex Inc (38%) / TransCanada (42%),,Natural Resources Canada,
CAN,Canada,Gros-Morne II,111,49.2202,-65.4207,Wind,,,,,Innergex Inc (38%) / TransCanada (42%),,Natural Resources Canada,
CAN,Canada,Gulch,7,44.5672,-65.6346,Hydro,,,,,Nova Scotia Power Inc,,Natural Resources Canada,13.72
CAN,Canada,Gunn's Hill,18,43.0858,-80.7142,Wind,,,,,Gunn's Hill LP,,Natural Resources Canada,
CAN,Canada,H R Milner,150,54.0071,-119.1032,Coal,,,,,Maxim Power Corp,,Natural Resources Canada,
CAN,Canada,HAF Energy,9,43.122,-79.7108,Wind,,,,,Vineland Power Inc,,Natural Resources Canada,
CAN,Canada,HPG Site A,2,43.9294,-78.5454,Solar,,,,,Potentia Solar 14 LP,,Natural Resources Canada,2.54
CAN,Canada,Haa-ak-suuk Creek Hydro,6,49.2479,-125.3837,Hydro,,,,,Haa-ak-suuk Creek Hydro LP,,Natural Resources Canada,11.76
CAN,Canada,Hagues Reach,4,44.2752,-77.7954,Hydro,,,,,,,Natural Resources Canada,21.28
CAN,Canada,Halkirk,149.4,52.2609,-112.0271,Wind,,,,,Capital Power,,Natural Resources Canada,
CAN,Canada,Halton Hills,712,43.5613,-79.8447,Gas,,,,,TransCanada Corp,,Natural Resources Canada,
CAN,Canada,Hamilton (Digester Gas) Cogenertion,1.6,43.2534,-79.77,Biomass,,,,,Hamilton Renewable Power Inc,,Natural Resources Canada,
CAN,Canada,Hanna Chute,1,45.0008,-79.2977,Hydro,,,,,,,Natural Resources Canada,4.33
CAN,Canada,Hardwood Lands Community Wind Project,6,45.0892,-63.5178,Wind,,,,,WEB Windenergie AG,,Natural Resources Canada,
CAN,Canada,Hardwoods,54,47.4166,-53.5314,Gas,,,,1977,TransCanada,,WRI,
CAN,Canada,Harmac,55,49.1385,-123.8571,Biomass,,,,,Nanaimo Forest Products Ltd,,Natural Resources Canada,
CAN,Canada,Harmon,220,50.1112,-82.2081,Hydro,,,,,Ontario Power Generation,,Natural Resources Canada,946.52
CAN,Canada,Harris,12,47.9572,-84.8303,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,47.76
CAN,Canada,Harrow,39.6,42.0323,-82.9618,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Hart-Jaune,51,51.7849,-67.9119,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,178.29
CAN,Canada,Hartland LFG,2,48.5392,-123.4624,Biomass,,,,,Capital Regional District,,Natural Resources Canada,
CAN,Canada,Hauer Creek,2,52.9342,-119.4562,Hydro,,,,,,,Natural Resources Canada,7.13
CAN,Canada,Haute-Yamaska-Roland Thibault Cogeneration,3,45.4634,-72.7809,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Healey Falls,18,44.373,-77.7787,Hydro,,,,,Ontario Power Generation Inc,,Natural Resources Canada,100.54
CAN,Canada,Hearts Content,3.5,47.8628,-53.3758,Hydro,,,,,,,Natural Resources Canada,8.04
CAN,Canada,Hells Gate,6.8,45.0466,-64.4121,Hydro,,,,,,,Natural Resources Canada,20.59
CAN,Canada,Hermanville / Clearspring,30,46.4543,-62.3146,Wind,,,,,PEI Energy Corp,,Natural Resources Canada,
CAN,Canada,Heywood,7.2,43.199,-79.2646,Hydro,,,,,St. Catharines Hydro Generation Inc,,Natural Resources Canada,16.65
CAN,Canada,Higgins Mountain,3.6,45.5892,-63.614,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,High Falls,5.4,48.4434,-92.3562,Hydro,,,,,High Falls Development Partnership,,Natural Resources Canada,17.93
CAN,Canada,High Falls (Lièvre),114.1,45.8396,-75.6456,Hydro,,,,,Énergie La Lièvre  Sec/Énergie Brookfield Inc,,Natural Resources Canada,446.8
CAN,Canada,High Falls (OPG),3,44.9538,-76.6087,Hydro,,,,,,,Natural Resources Canada,5.68
CAN,Canada,High Falls (Worthington),19.3,46.3792,-81.5696,Hydro,,,,,,,Natural Resources Canada,88.08
CAN,Canada,Hillside Boularderie,4,46.2448,-60.3488,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Hinds Lake,75,49.0825,-57.2014,Hydro,,,,,,,Natural Resources Canada,189.84
CAN,Canada,Hinton Pulp,52,53.4153,-117.5717,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Hluey Lake (SNP),3,58.3547,-130.256,Hydro,,,,,,,Natural Resources Canada,9.26
CAN,Canada,Hogg,18,47.2134,-84.6188,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,80.39
CAN,Canada,Hollingsworth,23,47.9605,-84.504,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,93.12
CAN,Canada,Hollow Bridge,5.3,45.0036,-64.3764,Hydro,,,,,,,Natural Resources Canada,15.47
CAN,Canada,Holyrood,490,47.4532,-53.0976,Oil,,,,,,,Natural Resources Canada,
CAN,Canada,Horizon (CNRL),103,57.3393,-111.7578,Gas,,,,,CNRL Horizon,,Natural Resources Canada,
CAN,Canada,Horse Chops,8.3,47.132,-52.9816,Hydro,,,,,,,Natural Resources Canada,18.54
CAN,Canada,Horseshoe,14,51.118,-115.0343,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,54.22
CAN,Canada,Hound Chute,9,47.3047,-79.6966,Hydro,,,,,Umh Energy Partnership  An Ontario General Partnership of Ontario Power Generation Inc and Umh Energy Inc,,Natural Resources Canada,46.44
CAN,Canada,Howe Sound Pulp & Paper Corp,112,49.522,-123.4862,Biomass,,,,,,,Natural Resources Canada,
